route_key	major	minor	n_events	n_blocks	min_loss	blocks
6_3.92	6	3	7	1	1	2+2/1
6_3.93	6	3	7	1	1	2+2/1
6_3.94	6	3	7	1	1	2+2/1
6_3.95	6	3	7	1	1	2+2/1
6_3.96	6	3	7	1	1	2+2/1
6_3.97	6	3	7	1	1	2+2/1
6_4.1	6	4	8	1	1	2+2/1
6_4.10	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.100	6	4	8	1	1	2+2/1
6_4.101	6	4	8	2	0	2+2/1;2+3/0
6_4.102	6	4	8	1	1	2+2/1
6_4.103	6	4	8	2	0	2+2/1;2+3/0
6_4.104	6	4	8	1	1	2+2/1
6_4.105	6	4	8	1	1	2+2/1
6_4.106	6	4	8	1	1	2+2/1
6_4.107	6	4	8	1	1	2+2/1
6_4.108	6	4	8	2	0	1+2/0;2+2/1
6_4.109	6	4	8	2	0	1+2/0;2+2/1
6_4.11	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.110	6	4	8	2	0	1+2/0;2+2/1
6_4.111	6	4	8	2	0	1+2/0;2+2/1
6_4.112	6	4	8	2	0	1+2/0;2+2/1
6_4.113	6	4	8	2	0	1+2/0;2+2/1
6_4.114	6	4	8	2	0	1+2/0;2+2/1
6_4.115	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.116	6	4	8	2	0	1+2/0;2+2/1
6_4.117	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.118	6	4	8	2	0	1+2/0;2+2/1
6_4.119	6	4	8	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_4.12	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.120	6	4	8	2	0	1+2/0;2+2/1
6_4.121	6	4	8	2	0	1+2/0;2+2/1
6_4.122	6	4	8	2	0	1+2/0;2+2/1
6_4.123	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.124	6	4	8	2	0	1+2/0;2+2/1
6_4.125	6	4	8	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
6_4.126	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.127	6	4	8	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_4.128	6	4	8	2	0	1+2/0;2+2/1
6_4.129	6	4	8	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_4.13	6	4	8	1	0	1+2/0
6_4.130	6	4	8	1	1	2+2/1
6_4.131	6	4	8	1	1	2+2/1
6_4.132	6	4	8	1	1	2+2/1
6_4.133	6	4	8	1	1	2+2/1
6_4.134	6	4	8	1	1	2+2/1
6_4.135	6	4	8	1	1	2+2/1
6_4.136	6	4	8	1	1	2+2/1
6_4.137	6	4	8	1	1	2+2/1
6_4.138	6	4	8	1	1	2+2/1
6_4.139	6	4	8	2	0	2+2/1;2+3/0
6_4.14	6	4	8	1	0	1+2/0
6_4.140	6	4	8	1	1	2+2/1
6_4.141	6	4	8	2	0	2+2/1;2+3/0
6_4.142	6	4	8	1	1	2+2/1
6_4.143	6	4	8	1	1	2+2/1
6_4.144	6	4	8	1	1	2+2/1
6_4.145	6	4	8	1	1	2+2/1
6_4.146	6	4	8	2	1	2+2/1;4+4/1
6_4.147	6	4	8	1	1	2+2/1
6_4.148	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.149	6	4	8	2	0	2+2/1;2+3/0
6_4.15	6	4	8	1	1	2+2/1
6_4.150	6	4	8	2	0	2+2/1;2+3/0
6_4.151	6	4	8	3	0	2+2/1;2+3/0;4+4/1
6_4.152	6	4	8	1	1	2+2/1
6_4.153	6	4	8	2	0	1+2/0;2+2/1
6_4.154	6	4	8	2	0	1+2/0;2+2/1
6_4.155	6	4	8	2	0	1+2/0;2+2/1
6_4.156	6	4	8	2	0	1+2/0;2+2/1
6_4.157	6	4	8	3	0	1+2/0;2+2/1;4+4/1
6_4.158	6	4	8	2	0	1+2/0;2+2/1
6_4.159	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.16	6	4	8	1	1	2+2/1
6_4.160	6	4	8	2	0	1+2/0;3+3/1
6_4.161	6	4	8	6	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0;4+4/1
6_4.162	6	4	8	1	0	1+2/0
6_4.163	6	4	8	2	0	1+2/0;2+2/1
6_4.164	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.165	6	4	8	2	0	1+2/0;2+2/1
6_4.166	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.167	6	4	8	2	0	1+2/0;2+2/1
6_4.168	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.169	6	4	8	2	0	1+2/0;2+2/1
6_4.17	6	4	8	1	1	2+2/1
6_4.170	6	4	8	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_4.171	6	4	8	2	0	1+2/0;2+2/1
6_4.172	6	4	8	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
6_4.173	6	4	8	2	0	1+2/0;2+2/1
6_4.174	6	4	8	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
6_4.175	6	4	8	2	0	1+2/0;2+2/1
6_4.176	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.177	6	4	8	2	0	1+2/0;2+2/1
6_4.178	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.179	6	4	8	2	0	1+2/0;2+2/1
6_4.18	6	4	8	1	1	2+2/1
6_4.180	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.181	6	4	8	2	0	1+2/0;2+2/1
6_4.182	6	4	8	4	0	1+2/0;2+2/1;3+3/1;4+4/1
6_4.183	6	4	8	5	0	1+2/0;2+2/1;3+3/1;3+4/0;4+4/1
6_4.184	6	4	8	2	0	1+2/0;2+2/1
6_4.185	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.186	6	4	8	2	0	1+2/0;2+2/1
6_4.187	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.188	6	4	8	1	0	1+2/0
6_4.189	6	4	8	4	0	1+2/0;2+2/1;3+3/1;4+4/1
6_4.19	6	4	8	2	1	2+2/1;3+3/1
6_4.190	6	4	8	1	1	2+2/1
6_4.191	6	4	8	1	1	2+2/1
6_4.192	6	4	8	0	-1	
6_4.193	6	4	8	0	-1	
6_4.194	6	4	8	0	-1	
6_4.195	6	4	8	3	0	1+2/0;2+2/1;2+3/0
6_4.196	6	4	8	1	0	1+2/0
6_4.197	6	4	8	1	0	1+2/0
6_4.198	6	4	8	2	0	2+2/1;2+3/0
6_4.199	6	4	8	2	0	2+2/1;2+3/0
6_4.2	6	4	8	1	1	2+2/1
6_4.20	6	4	8	2	1	2+2/1;3+3/1
6_4.200	6	4	8	2	0	2+2/1;2+3/0
6_4.201	6	4	8	0	-1	
6_4.202	6	4	8	0	-1	
6_4.203	6	4	8	1	1	2+2/1
6_4.204	6	4	8	1	1	2+2/1
6_4.205	6	4	8	1	1	2+2/1
6_4.206	6	4	8	1	1	2+2/1
6_4.207	6	4	8	0	-1	
6_4.208	6	4	8	0	-1	
6_4.209	6	4	8	0	-1	
6_4.21	6	4	8	1	1	3+3/1
6_4.210	6	4	8	0	-1	
6_4.211	6	4	8	1	0	1+2/0
6_4.212	6	4	8	1	0	1+2/0
6_4.213	6	4	8	1	1	2+2/1
6_4.214	6	4	8	1	1	2+2/1
6_4.215	6	4	8	1	1	2+2/1
6_4.216	6	4	8	1	1	2+2/1
6_4.217	6	4	8	1	1	2+2/1
6_4.218	6	4	8	1	1	2+2/1
6_4.219	6	4	8	0	-1	
6_4.22	6	4	8	1	1	3+3/1
6_4.220	6	4	8	0	-1	
6_4.221	6	4	8	2	0	1+2/0;2+2/1
6_4.222	6	4	8	2	0	1+2/0;2+2/1
6_4.223	6	4	8	2	0	1+2/0;2+2/1
6_4.224	6	4	8	2	0	1+2/0;2+2/1
6_4.225	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.226	6	4	8	3	0	1+2/0;2+2/1;2+3/0
6_4.227	6	4	8	1	0	1+2/0
6_4.228	6	4	8	2	0	1+2/0;2+2/1
6_4.229	6	4	8	1	1	2+2/1
6_4.23	6	4	8	1	1	2+2/1
6_4.230	6	4	8	1	1	2+2/1
6_4.231	6	4	8	1	1	2+2/1
6_4.232	6	4	8	2	0	2+2/1;2+3/0
6_4.233	6	4	8	1	0	1+2/0
6_4.234	6	4	8	1	0	1+2/0
6_4.235	6	4	8	1	0	1+2/0
6_4.236	6	4	8	1	0	1+2/0
6_4.237	6	4	8	1	0	1+2/0
6_4.238	6	4	8	2	0	1+2/0;4+4/1
6_4.239	6	4	8	1	0	1+2/0
6_4.24	6	4	8	1	1	2+2/1
6_4.240	6	4	8	3	0	1+2/0;3+3/1;4+4/1
6_4.241	6	4	8	2	0	1+2/0;3+3/1
6_4.242	6	4	8	3	0	1+2/0;3+3/1;4+4/1
6_4.243	6	4	8	2	0	1+2/0;3+3/1
6_4.244	6	4	8	5	0	1+2/0;3+3/1;3+4/0;4+4/1;4+5/0
6_4.245	6	4	8	1	0	1+2/0
6_4.246	6	4	8	2	0	1+2/0;4+4/1
6_4.247	6	4	8	2	0	1+2/0;3+3/1
6_4.248	6	4	8	2	0	1+2/0;3+3/1
6_4.249	6	4	8	4	0	1+2/0;3+3/1;3+4/0;4+4/1
6_4.25	6	4	8	1	1	2+2/1
6_4.250	6	4	8	2	0	1+2/0;2+2/1
6_4.251	6	4	8	4	0	1+2/0;3+3/1;3+4/0;4+4/1
6_4.252	6	4	8	1	0	1+2/0
6_4.253	6	4	8	2	0	1+2/0;3+3/1
6_4.254	6	4	8	1	0	1+2/0
6_4.255	6	4	8	2	0	1+2/0;3+3/1
6_4.256	6	4	8	1	0	1+2/0
6_4.257	6	4	8	2	0	1+2/0;3+3/1
6_4.258	6	4	8	1	0	1+2/0
6_4.259	6	4	8	2	0	1+2/0;3+3/1
6_4.26	6	4	8	2	1	2+2/1;4+4/1
6_4.260	6	4	8	1	0	1+2/0
6_4.261	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.262	6	4	8	2	0	1+2/0;3+3/1
6_4.263	6	4	8	1	1	3+3/1
6_4.264	6	4	8	1	1	3+3/1
6_4.265	6	4	8	1	0	1+2/0
6_4.266	6	4	8	2	1	2+2/1;3+3/1
6_4.267	6	4	8	1	1	3+3/1
6_4.268	6	4	8	1	0	1+2/0
6_4.269	6	4	8	1	0	1+2/0
6_4.27	6	4	8	1	1	2+2/1
6_4.270	6	4	8	1	0	1+2/0
6_4.271	6	4	8	1	0	1+2/0
6_4.272	6	4	8	1	0	1+2/0
6_4.273	6	4	8	1	0	1+2/0
6_4.274	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.275	6	4	8	1	0	1+2/0
6_4.276	6	4	8	2	0	1+2/0;3+3/1
6_4.277	6	4	8	1	0	1+2/0
6_4.278	6	4	8	2	0	1+2/0;3+3/1
6_4.279	6	4	8	1	0	1+2/0
6_4.28	6	4	8	2	1	2+2/1;4+4/1
6_4.280	6	4	8	2	0	1+2/0;3+3/1
6_4.281	6	4	8	1	0	1+2/0
6_4.282	6	4	8	2	0	1+2/0;3+3/1
6_4.283	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.284	6	4	8	2	0	1+2/0;3+3/1
6_4.285	6	4	8	1	0	1+2/0
6_4.286	6	4	8	1	0	1+2/0
6_4.287	6	4	8	1	0	1+2/0
6_4.288	6	4	8	1	0	1+2/0
6_4.289	6	4	8	1	0	1+2/0
6_4.29	6	4	8	2	0	1+2/0;2+2/1
6_4.290	6	4	8	2	0	1+2/0;4+4/1
6_4.291	6	4	8	2	0	1+2/0;3+3/1
6_4.292	6	4	8	2	0	1+2/0;4+4/1
6_4.293	6	4	8	2	0	1+2/0;4+4/1
6_4.294	6	4	8	1	0	1+2/0
6_4.295	6	4	8	2	0	1+2/0;3+3/1
6_4.296	6	4	8	1	0	1+2/0
6_4.297	6	4	8	2	0	1+2/0;2+2/1
6_4.298	6	4	8	4	0	1+2/0;3+3/1;3+4/0;4+4/1
6_4.299	6	4	8	1	0	1+2/0
6_4.3	6	4	8	1	1	2+2/1
6_4.30	6	4	8	3	0	1+2/0;2+2/1;2+3/0
6_4.300	6	4	8	1	0	1+2/0
6_4.301	6	4	8	1	0	1+2/0
6_4.302	6	4	8	1	0	1+2/0
6_4.303	6	4	8	1	0	1+2/0
6_4.304	6	4	8	1	0	1+2/0
6_4.305	6	4	8	1	0	1+2/0
6_4.306	6	4	8	2	0	1+2/0;3+3/1
6_4.307	6	4	8	2	0	1+2/0;3+3/1
6_4.308	6	4	8	1	1	2+2/1
6_4.309	6	4	8	1	1	2+2/1
6_4.31	6	4	8	3	0	1+2/0;2+2/1;4+4/1
6_4.310	6	4	8	1	1	3+3/1
6_4.311	6	4	8	3	0	2+2/1;2+3/0;3+3/1
6_4.312	6	4	8	2	0	1+2/0;2+2/1
6_4.313	6	4	8	2	0	1+2/0;2+2/1
6_4.314	6	4	8	1	1	2+2/1
6_4.315	6	4	8	2	0	2+2/1;2+3/0
6_4.316	6	4	8	1	1	2+2/1
6_4.317	6	4	8	2	0	2+2/1;2+3/0
6_4.318	6	4	8	1	1	2+2/1
6_4.319	6	4	8	2	0	2+2/1;2+3/0
6_4.32	6	4	8	6	0	1+2/0;2+2/1;3+3/1;3+4/0;4+4/1;4+5/0
6_4.320	6	4	8	1	1	2+2/1
6_4.321	6	4	8	2	0	2+2/1;2+3/0
6_4.322	6	4	8	1	1	2+2/1
6_4.323	6	4	8	2	0	2+2/1;2+3/0
6_4.324	6	4	8	1	1	2+2/1
6_4.325	6	4	8	2	0	2+2/1;2+3/0
6_4.326	6	4	8	1	1	2+2/1
6_4.327	6	4	8	2	0	2+2/1;2+3/0
6_4.328	6	4	8	1	0	1+2/0
6_4.329	6	4	8	1	0	1+2/0
6_4.33	6	4	8	2	0	1+2/0;2+2/1
6_4.330	6	4	8	1	0	1+2/0
6_4.331	6	4	8	1	0	1+2/0
6_4.332	6	4	8	1	0	1+2/0
6_4.333	6	4	8	0	-1	
6_4.334	6	4	8	2	0	2+2/1;2+3/0
6_4.335	6	4	8	0	-1	
6_4.336	6	4	8	2	0	2+2/1;2+3/0
6_4.337	6	4	8	0	-1	
6_4.338	6	4	8	2	0	2+2/1;2+3/0
6_4.339	6	4	8	0	-1	
6_4.34	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.340	6	4	8	2	0	2+2/1;2+3/0
6_4.341	6	4	8	0	-1	
6_4.342	6	4	8	2	0	2+2/1;2+3/0
6_4.343	6	4	8	0	-1	
6_4.344	6	4	8	2	0	2+2/1;2+3/0
6_4.345	6	4	8	0	-1	
6_4.346	6	4	8	2	0	2+2/1;2+3/0
6_4.347	6	4	8	0	-1	
6_4.348	6	4	8	2	0	2+2/1;2+3/0
6_4.349	6	4	8	0	-1	
6_4.35	6	4	8	1	1	2+2/1
6_4.350	6	4	8	2	0	2+2/1;2+3/0
6_4.351	6	4	8	0	-1	
6_4.352	6	4	8	2	0	2+2/1;2+3/0
6_4.353	6	4	8	0	-1	
6_4.354	6	4	8	2	0	2+2/1;2+3/0
6_4.355	6	4	8	0	-1	
6_4.356	6	4	8	0	-1	
6_4.357	6	4	8	1	0	1+2/0
6_4.358	6	4	8	3	0	1+2/0;3+3/1;4+4/1
6_4.359	6	4	8	4	0	1+2/0;3+3/1;3+4/0;4+4/1
6_4.36	6	4	8	1	1	2+2/1
6_4.360	6	4	8	3	0	1+2/0;3+3/1;4+4/1
6_4.361	6	4	8	2	0	1+2/0;2+2/1
6_4.362	6	4	8	1	0	1+2/0
6_4.363	6	4	8	2	0	1+2/0;3+3/1
6_4.364	6	4	8	1	0	1+2/0
6_4.365	6	4	8	2	0	1+2/0;3+3/1
6_4.366	6	4	8	1	0	1+2/0
6_4.367	6	4	8	1	0	1+2/0
6_4.368	6	4	8	2	0	1+2/0;2+2/1
6_4.369	6	4	8	2	0	1+2/0;2+2/1
6_4.37	6	4	8	1	1	2+2/1
6_4.370	6	4	8	2	0	1+2/0;2+2/1
6_4.371	6	4	8	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
6_4.372	6	4	8	2	0	1+2/0;2+2/1
6_4.373	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.374	6	4	8	2	0	1+2/0;2+2/1
6_4.375	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.376	6	4	8	2	0	1+2/0;2+2/1
6_4.377	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.378	6	4	8	2	0	1+2/0;2+2/1
6_4.379	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.38	6	4	8	2	1	2+2/1;4+4/1
6_4.380	6	4	8	5	0	1+2/0;2+2/1;2+3/0;3+3/1;3+4/0
6_4.381	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.382	6	4	8	1	0	1+2/0
6_4.383	6	4	8	1	0	1+2/0
6_4.384	6	4	8	2	0	1+2/0;3+3/1
6_4.39	6	4	8	1	1	2+2/1
6_4.4	6	4	8	1	1	2+2/1
6_4.40	6	4	8	2	1	2+2/1;4+4/1
6_4.41	6	4	8	1	1	2+2/1
6_4.42	6	4	8	1	1	2+2/1
6_4.43	6	4	8	1	1	2+2/1
6_4.44	6	4	8	1	1	2+2/1
6_4.45	6	4	8	1	1	3+3/1
6_4.46	6	4	8	0	-1	
6_4.47	6	4	8	0	-1	
6_4.48	6	4	8	1	1	3+3/1
6_4.49	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.5	6	4	8	1	1	3+3/1
6_4.50	6	4	8	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_4.51	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.52	6	4	8	3	0	1+2/0;3+3/1;3+4/0
6_4.53	6	4	8	1	0	1+2/0
6_4.54	6	4	8	1	0	1+2/0
6_4.55	6	4	8	2	0	2+2/1;2+3/0
6_4.56	6	4	8	2	0	2+2/1;2+3/0
6_4.57	6	4	8	2	0	2+2/1;2+3/0
6_4.58	6	4	8	2	0	2+2/1;2+3/0
6_4.59	6	4	8	3	0	2+2/1;2+3/0;3+3/1
6_4.6	6	4	8	1	1	3+3/1
6_4.60	6	4	8	2	0	2+2/1;2+3/0
6_4.61	6	4	8	0	-1	
6_4.62	6	4	8	1	1	3+3/1
6_4.63	6	4	8	2	0	1+2/0;2+2/1
6_4.64	6	4	8	2	0	1+2/0;2+2/1
6_4.65	6	4	8	2	0	1+2/0;2+2/1
6_4.66	6	4	8	2	0	1+2/0;2+2/1
6_4.67	6	4	8	2	0	1+2/0;2+2/1
6_4.68	6	4	8	3	0	1+2/0;2+2/1;4+4/1
6_4.69	6	4	8	2	0	1+2/0;2+2/1
6_4.7	6	4	8	1	1	3+3/1
6_4.70	6	4	8	4	0	1+2/0;2+2/1;3+3/1;4+4/1
6_4.71	6	4	8	4	0	1+2/0;2+2/1;3+3/1;4+4/1
6_4.72	6	4	8	2	0	1+2/0;2+2/1
6_4.73	6	4	8	3	0	1+2/0;2+2/1;4+4/1
6_4.74	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.75	6	4	8	2	0	1+2/0;3+3/1
6_4.76	6	4	8	2	0	1+2/0;3+3/1
6_4.77	6	4	8	5	0	1+2/0;2+2/1;3+3/1;3+4/0;4+4/1
6_4.78	6	4	8	1	0	1+2/0
6_4.79	6	4	8	5	0	1+2/0;2+2/1;3+3/1;3+4/0;4+4/1
6_4.8	6	4	8	1	1	3+3/1
6_4.80	6	4	8	1	1	2+2/1
6_4.81	6	4	8	2	1	2+2/1;4+4/1
6_4.82	6	4	8	2	0	1+2/0;2+2/1
6_4.83	6	4	8	4	0	1+2/0;2+2/1;2+3/0;4+4/1
6_4.84	6	4	8	1	1	2+2/1
6_4.85	6	4	8	2	1	2+2/1;4+4/1
6_4.86	6	4	8	1	1	2+2/1
6_4.87	6	4	8	1	1	2+2/1
6_4.88	6	4	8	1	1	2+2/1
6_4.89	6	4	8	1	1	2+2/1
6_4.9	6	4	8	3	0	1+2/0;2+2/1;3+3/1
6_4.90	6	4	8	1	1	2+2/1
6_4.91	6	4	8	1	1	2+2/1
6_4.92	6	4	8	1	1	2+2/1
6_4.93	6	4	8	1	1	2+2/1
6_4.94	6	4	8	1	1	2+2/1
6_4.95	6	4	8	1	1	2+2/1
6_4.96	6	4	8	1	1	2+2/1
6_4.97	6	4	8	1	1	2+2/1
6_4.98	6	4	8	1	1	2+2/1
6_4.99	6	4	8	1	1	2+2/1
6_5.1	6	5	9	1	0	1+2/0
6_5.10	6	5	9	1	0	1+2/0
6_5.100	6	5	9	2	0	1+2/0;2+2/1
6_5.1000	6	5	9	1	1	2+2/1
6_5.1001	6	5	9	1	1	2+2/1
6_5.1002	6	5	9	1	1	2+2/1
6_5.1003	6	5	9	1	1	2+2/1
6_5.1004	6	5	9	1	1	2+2/1
6_5.1005	6	5	9	1	1	2+2/1
6_5.1006	6	5	9	1	0	1+2/0
6_5.1007	6	5	9	2	0	1+2/0;4+4/1
6_5.1008	6	5	9	1	0	1+2/0
6_5.1009	6	5	9	2	0	1+2/0;4+4/1
6_5.101	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1010	6	5	9	1	0	1+2/0
6_5.1011	6	5	9	2	0	1+2/0;4+4/1
6_5.1012	6	5	9	1	0	1+2/0
6_5.1013	6	5	9	1	0	1+2/0
6_5.1014	6	5	9	1	0	1+2/0
6_5.1015	6	5	9	0	-1	
6_5.1016	6	5	9	1	1	3+3/1
6_5.1017	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1018	6	5	9	2	0	2+2/1;2+3/0
6_5.1019	6	5	9	0	-1	
6_5.102	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1020	6	5	9	1	1	3+3/1
6_5.1021	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1022	6	5	9	2	0	2+2/1;2+3/0
6_5.1023	6	5	9	0	-1	
6_5.1024	6	5	9	1	1	3+3/1
6_5.1025	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1026	6	5	9	2	0	2+2/1;2+3/0
6_5.1027	6	5	9	0	-1	
6_5.1028	6	5	9	1	1	3+3/1
6_5.1029	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.103	6	5	9	2	0	1+2/0;2+2/1
6_5.1030	6	5	9	2	0	2+2/1;2+3/0
6_5.1031	6	5	9	0	-1	
6_5.1032	6	5	9	1	1	3+3/1
6_5.1033	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1034	6	5	9	2	0	2+2/1;2+3/0
6_5.1035	6	5	9	0	-1	
6_5.1036	6	5	9	1	1	3+3/1
6_5.1037	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1038	6	5	9	2	0	2+2/1;2+3/0
6_5.1039	6	5	9	0	-1	
6_5.104	6	5	9	2	0	1+2/0;2+2/1
6_5.1040	6	5	9	1	1	3+3/1
6_5.1041	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1042	6	5	9	2	0	2+2/1;2+3/0
6_5.1043	6	5	9	0	-1	
6_5.1044	6	5	9	1	1	3+3/1
6_5.1045	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.1046	6	5	9	2	0	2+2/1;2+3/0
6_5.1047	6	5	9	0	-1	
6_5.1048	6	5	9	1	1	3+3/1
6_5.1049	6	5	9	3	0	2+2/1;2+3/0;3+3/1
6_5.105	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1050	6	5	9	2	0	2+2/1;2+3/0
6_5.1051	6	5	9	3	0	1+2/0;3+3/1;4+4/1
6_5.1052	6	5	9	3	0	1+2/0;3+3/1;3+4/0
6_5.1053	6	5	9	3	0	1+2/0;3+3/1;3+4/0
6_5.1054	6	5	9	2	0	1+2/0;3+3/1
6_5.1055	6	5	9	3	0	1+2/0;3+3/1;3+4/0
6_5.1056	6	5	9	1	0	1+2/0
6_5.1057	6	5	9	2	0	1+2/0;2+2/1
6_5.1058	6	5	9	2	0	1+2/0;2+2/1
6_5.1059	6	5	9	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_5.106	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1060	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1061	6	5	9	2	0	1+2/0;2+2/1
6_5.1062	6	5	9	2	0	1+2/0;3+3/1
6_5.1063	6	5	9	2	0	1+2/0;3+3/1
6_5.1064	6	5	9	2	0	1+2/0;4+4/1
6_5.1065	6	5	9	1	1	2+2/1
6_5.1066	6	5	9	1	1	2+2/1
6_5.1067	6	5	9	1	1	2+2/1
6_5.1068	6	5	9	1	0	1+2/0
6_5.1069	6	5	9	3	0	1+2/0;2+2/1;3+3/1
6_5.107	6	5	9	2	0	1+2/0;2+2/1
6_5.1070	6	5	9	1	0	1+2/0
6_5.1071	6	5	9	1	0	1+2/0
6_5.1072	6	5	9	1	0	1+2/0
6_5.1073	6	5	9	2	0	1+2/0;3+3/1
6_5.1074	6	5	9	2	0	1+2/0;3+3/1
6_5.1075	6	5	9	1	0	1+2/0
6_5.1076	6	5	9	1	0	1+2/0
6_5.1077	6	5	9	2	0	1+2/0;3+3/1
6_5.1078	6	5	9	2	0	1+2/0;3+3/1
6_5.1079	6	5	9	1	0	1+2/0
6_5.108	6	5	9	3	0	1+2/0;2+2/1;4+4/1
6_5.1080	6	5	9	1	0	1+2/0
6_5.1081	6	5	9	2	0	1+2/0;3+3/1
6_5.1082	6	5	9	2	0	1+2/0;3+3/1
6_5.1083	6	5	9	1	0	1+2/0
6_5.1084	6	5	9	1	0	1+2/0
6_5.1085	6	5	9	2	0	1+2/0;3+3/1
6_5.1086	6	5	9	2	0	1+2/0;3+3/1
6_5.1087	6	5	9	1	0	1+2/0
6_5.1088	6	5	9	1	0	1+2/0
6_5.1089	6	5	9	4	0	1+2/0;2+2/1;3+3/1;3+4/0
6_5.109	6	5	9	5	0	1+2/0;2+2/1;2+3/0;3+3/1;4+4/1
6_5.1090	6	5	9	1	0	1+2/0
6_5.1091	6	5	9	1	0	1+2/0
6_5.1092	6	5	9	2	1	2+2/1;3+3/1
6_5.1093	6	5	9	2	1	2+2/1;3+3/1
6_5.1094	6	5	9	2	1	2+2/1;3+3/1
6_5.1095	6	5	9	3	0	2+2/1;3+3/1;3+4/0
6_5.1096	6	5	9	3	0	2+2/1;3+3/1;3+4/0
6_5.1097	6	5	9	2	1	2+2/1;3+3/1
6_5.1098	6	5	9	1	1	3+3/1
6_5.1099	6	5	9	1	1	3+3/1
6_5.11	6	5	9	1	0	1+2/0
6_5.110	6	5	9	4	0	1+2/0;2+2/1;2+3/0;3+3/1
6_5.1100	6	5	9	1	1	3+3/1
6_5.1101	6	5	9	1	1	2+2/1
6_5.1102	6	5	9	1	1	2+2/1
6_5.1103	6	5	9	1	1	2+2/1
6_5.1104	6	5	9	1	1	2+2/1
6_5.1105	6	5	9	1	1	2+2/1
6_5.1106	6	5	9	1	1	2+2/1
6_5.1107	6	5	9	2	1	2+2/1;3+3/1
6_5.1108	6	5	9	2	1	2+2/1;3+3/1
6_5.1109	6	5	9	2	1	2+2/1;3+3/1
6_5.111	6	5	9	2	0	1+2/0;2+2/1
6_5.1110	6	5	9	1	1	3+3/1
6_5.1111	6	5	9	1	1	3+3/1
6_5.1112	6	5	9	1	1	3+3/1
6_5.1113	6	5	9	1	1	2+2/1
6_5.1114	6	5	9	1	1	2+2/1
6_5.1115	6	5	9	2	0	2+2/1;2+3/0
